date,ch1,ch2,hono,error
44968.81075,2.119681993,1.355883971,0.766420598,0.212417872
44968.8111,2.345200471,1.296143501,1.051958568,0.24097167
44968.81145,2.627473367,1.29551957,1.335204638,0.269296276
44968.81179,2.852991845,1.294895639,1.56162607,0.29193842
44968.81214,3.021755905,1.353388246,1.672106326,0.302986445
44968.81249,3.020256711,1.293647776,1.730345747,0.308810387
44968.81284,2.9620031,1.352140383,1.613527455,0.297128558
44968.81318,2.846995071,1.351516452,1.499001063,0.285675919
44968.81353,2.675232624,1.35089252,1.327650035,0.268540816
44968.81388,2.44671576,1.29115205,1.158590908,0.251634903
44968.81422,2.274953313,1.349644658,0.928123341,0.228588147
44968.81457,1.98968203,1.289904188,0.702239576,0.20599977
44968.81492,1.817919583,1.230163718,0.590005086,0.194776321
44968.81527,1.702911554,1.229539787,0.475478695,0.183323682
44968.81561,1.531149107,1.288032394,0.245011128,0.160276925
44968.81596,1.416141078,1.287408462,0.130484736,0.148824286
44968.81631,1.357887467,1.286784531,0.072782982,0.143054111
44968.81665,1.242879438,1.345277138,-0.100859948,0.125689818
44968.817,1.184625827,1.22642013,-0.040328625,0.13174295
44968.81735,1.126372216,1.225796199,-0.098030379,0.125972775
44968.8177,1.124873023,1.343405344,-0.217140573,0.114061755
44968.81804,1.009864994,1.342781413,-0.331666964,0.102609116
44968.81839,1.0083658,1.283040943,-0.273427543,0.108433058
44968.81874,0.950112189,1.282417012,-0.331129297,0.102662883
44968.81909,0.891858578,1.222676542,-0.329714512,0.102804361
44968.81943,0.890359384,1.281169149,-0.389708168,0.096804996
44968.81978,0.945614609,1.339661756,-0.392877186,0.096488094
44968.82013,1.000869833,1.279921286,-0.277813127,0.1079945
44968.82047,0.99937064,1.220180816,-0.219573705,0.113818442
44968.82082,0.997871447,1.278673424,-0.279567361,0.107819077
44968.82117,0.996372253,1.278049492,-0.280444478,0.107731365
44968.82152,1.051627478,1.3365421,-0.283613496,0.107414463
44968.82186,1.16363712,1.335918168,-0.170841338,0.118691679
44968.82221,1.218892345,1.394410775,-0.174010356,0.118374777
44968.82256,1.274147569,1.334670306,-0.058946298,0.129881183
44968.8229,1.272648376,1.393162913,-0.118939953,0.123881817
44968.82325,1.384658018,1.45165552,-0.065284334,0.129247379
44968.8236,1.439913243,1.39191505,0.049779725,0.140753785
44968.82395,1.438414049,1.391291119,0.048902608,0.140666074
44968.82429,1.380160438,1.449783726,-0.067915685,0.128984244
44968.82464,1.378661245,1.390043256,-0.009676263,0.134808186
44968.82499,1.377162052,1.448535863,-0.069669918,0.128808821
44968.82534,1.31890844,1.329678855,-0.009138595,0.134861953
44968.82568,1.260654829,1.329054923,-0.066840349,0.129091778
44968.82603,1.259155636,1.387547531,-0.126834005,0.123092412
44968.82638,1.371165278,1.386923599,-0.014061847,0.134369628
44968.82672,1.369666085,1.268066591,0.103294113,0.146105224
44968.82707,1.424921309,1.385675737,0.041008556,0.139876668
44968.82742,1.366667698,1.325935267,0.042423341,0.140018147
44968.82777,1.365168505,1.325311335,0.041546224,0.139930435
44968.82811,1.363669311,1.324687404,0.040669107,0.139842723
44968.82846,1.418924536,1.383180011,0.037500089,0.139525822
44968.82881,1.417425343,1.38255608,0.036622972,0.13943811
44968.82915,1.472680567,1.441048687,0.033453954,0.139121208
44968.8295,1.414426956,1.440424756,-0.024247801,0.133351033
44968.82985,1.526436598,1.380684286,0.147640896,0.150539902
44968.8302,1.411428569,1.439176893,-0.026002034,0.133175609
44968.83054,1.409929376,1.320319885,0.091353926,0.144911205
44968.83089,1.351675765,1.378812492,-0.025464367,0.133229376
44968.83124,1.350176571,1.259955483,0.091891594,0.144964972
44968.83159,1.348677378,1.318448091,0.031897938,0.138965607
44968.83193,1.233669349,1.317824159,-0.082628453,0.127512967
44968.83228,1.288924574,1.376316767,-0.085797471,0.127196066
44968.83263,1.173916544,1.257459758,-0.082090786,0.127566734
44968.83297,1.342680605,1.256835827,0.087506009,0.144526414
44968.83332,1.284426993,1.256211895,0.029804255,0.138756238
44968.83367,1.2829278,1.314704503,-0.0301894,0.132756873
44968.83402,1.224674189,1.314080571,-0.087891155,0.126986697
44968.83436,1.223174996,1.254340101,-0.029651733,0.132810639
44968.83471,1.221675802,1.371949247,-0.148761927,0.12089962
44968.83506,1.276931027,1.253092239,0.025418671,0.13831768
44968.8354,1.332186251,1.193351769,0.14048273,0.149824086
44968.83575,1.27393264,1.251844376,0.023664437,0.138142256
44968.8361,1.272433447,1.310336983,-0.036329219,0.132142891
44968.83645,1.270934253,1.250596513,0.021910203,0.137966833
44968.83679,1.212680642,1.190856043,0.023324988,0.138108311
44968.83714,1.154427031,1.249348651,-0.093493305,0.126426482
44968.83749,1.152927838,1.248724719,-0.094370422,0.126338771
44968.83784,1.26493748,1.248100788,0.018401736,0.137615986
44968.83818,1.206683869,1.247476857,-0.039300019,0.131845811
44968.83853,1.09167584,1.187736387,-0.094709871,0.126304826
44968.83888,1.090176646,1.187112455,-0.095586988,0.126217114
44968.83922,1.202186289,1.245605063,-0.041931369,0.131582676
44968.83957,1.200687095,1.185864593,0.016308053,0.137406618
44968.83992,1.312696738,1.2443572,0.069963672,0.14277218
44968.84027,1.311197544,1.302849807,0.009970016,0.136772814
44968.84061,1.309698351,1.243109337,0.068209438,0.142596757
44968.84096,1.364953576,1.301601945,0.06504042,0.142279855
44968.84131,1.533717636,1.360094552,0.175520676,0.15332788
44968.84165,1.532218442,1.300354082,0.233760098,0.159151822
44968.842,1.644228085,1.29973015,0.346532255,0.170429038
44968.84235,1.699483309,1.417339296,0.284246698,0.164200483
44968.8427,1.811492952,1.357598826,0.456135394,0.181389352
44968.84304,1.809993758,1.356974895,0.455258278,0.18130164
44968.84339,1.751740147,1.415467502,0.338439985,0.169619811
44968.84374,1.636732118,1.355727032,0.283030132,0.164078826
44968.84409,1.578478507,1.355103101,0.225328378,0.158308651
44968.84443,1.576979314,1.35447917,0.224451261,0.158220939
44968.84478,1.518725702,1.353855238,0.166749507,0.152450763
44968.84513,1.403717673,1.353231307,0.052223116,0.140998124
44968.84547,1.40221848,1.293490837,0.110462537,0.146822066
44968.84582,1.230456033,1.292866906,-0.060888491,0.129686964
44968.84617,1.172202422,1.410476052,-0.236823322,0.11209348
44968.84652,1.113948811,1.40985212,-0.294525077,0.106323305
44968.84686,1.169204035,1.35011165,-0.179461018,0.117829711
44968.84721,1.22445926,1.408604257,-0.182630036,0.117512809
44968.84756,1.109451231,1.348863788,-0.238039889,0.111971824
44968.8479,1.107952037,1.348239856,-0.238917005,0.111884112
